City	State	Incorporation	Year	Population
Litchfield 	Minnesota	city	2012	6674
Litchfield 	Minnesota	city	2013	6685
Litchfield 	Minnesota	city	2014	6679
Litchfield 	Minnesota	city	2015	6657
Little Canada 	Minnesota	city	2010	9787
Little Canada 	Minnesota	city	2011	9918
Little Canada 	Minnesota	city	2012	10033
Little Canada 	Minnesota	city	2013	10135
Little Canada 	Minnesota	city	2014	10247
Little Canada 	Minnesota	city	2015	10319
Little Falls 	Minnesota	city	2010	8843
Little Falls 	Minnesota	city	2011	8820
Little Falls 	Minnesota	city	2012	8774
Little Falls 	Minnesota	city	2013	8689
Little Falls 	Minnesota	city	2014	8670
Little Falls 	Minnesota	city	2015	8649
Mahtomedi 	Minnesota	city	2010	7745
Mahtomedi 	Minnesota	city	2011	7886
Mahtomedi 	Minnesota	city	2012	7938
Mahtomedi 	Minnesota	city	2013	8019
Mahtomedi 	Minnesota	city	2014	8064
Mahtomedi 	Minnesota	city	2015	8116
Mankato 	Minnesota	city	2010	39789
Mankato 	Minnesota	city	2011	39967
Mankato 	Minnesota	city	2012	40459
Mankato 	Minnesota	city	2013	40409
Mankato 	Minnesota	city	2014	40837
Mankato 	Minnesota	city	2015	41044
Maplewood 	Minnesota	city	2010	38081
Maplewood 	Minnesota	city	2011	38796
Maplewood 	Minnesota	city	2012	39430
Maplewood 	Minnesota	city	2013	39868
Maplewood 	Minnesota	city	2014	40273
Maplewood 	Minnesota	city	2015	40567
Marshall 	Minnesota	city	2010	13689
Marshall 	Minnesota	city	2011	13618
Marshall 	Minnesota	city	2012	13584
Marshall 	Minnesota	city	2013	13554
Marshall 	Minnesota	city	2014	13661
Marshall 	Minnesota	city	2015	13652
Medina 	Minnesota	city	2012	5043
Medina 	Minnesota	city	2013	5223
Medina 	Minnesota	city	2014	5668
Medina 	Minnesota	city	2015	5973
Mendota Heights 	Minnesota	city	2010	11080
Mendota Heights 	Minnesota	city	2011	11113
Mendota Heights 	Minnesota	city	2012	11135
Mendota Heights 	Minnesota	city	2013	11173
Mendota Heights 	Minnesota	city	2014	11213
Mendota Heights 	Minnesota	city	2015	11223
Minnetonka 	Minnesota	city	2010	49787
Minnetrista 	Minnesota	city	2010	6410
Minnetrista 	Minnesota	city	2011	6533
Minnetrista 	Minnesota	city	2012	6673
Minnetrista 	Minnesota	city	2013	6783
Minnetrista 	Minnesota	city	2014	6885
Minnetrista 	Minnesota	city	2015	7178
Montevideo 	Minnesota	city	2010	5386
Montevideo 	Minnesota	city	2011	5333
Montevideo 	Minnesota	city	2012	5253
Montevideo 	Minnesota	city	2013	5220
Montevideo 	Minnesota	city	2014	5211
Montevideo 	Minnesota	city	2015	5217
Monticello 	Minnesota	city	2010	12807
Monticello 	Minnesota	city	2011	12902
Monticello 	Minnesota	city	2012	12967
Monticello 	Minnesota	city	2013	13034
Monticello 	Minnesota	city	2014	13148
Monticello 	Minnesota	city	2015	13299
Moorhead 	Minnesota	city	2010	39586
Moorhead 	Minnesota	city	2011	40234
Moorhead 	Minnesota	city	2012	40468
Moorhead 	Minnesota	city	2013	40672
Moorhead 	Minnesota	city	2014	41244
Moorhead 	Minnesota	city	2015	42005
Morris 	Minnesota	city	2010	5280
Morris 	Minnesota	city	2011	5310
Morris 	Minnesota	city	2012	5349
Morris 	Minnesota	city	2013	5344
Morris 	Minnesota	city	2014	5395
Morris 	Minnesota	city	2015	5352
Mound 	Minnesota	city	2010	9058
Mound 	Minnesota	city	2011	9155
Mound 	Minnesota	city	2012	9235
Mound 	Minnesota	city	2013	9271
Mound 	Minnesota	city	2014	9303
Mound 	Minnesota	city	2015	9336
Mounds View 	Minnesota	city	2010	12175
Mounds View 	Minnesota	city	2011	12322
Mounds View 	Minnesota	city	2012	12437
Mounds View 	Minnesota	city	2013	12564
Mounds View 	Minnesota	city	2014	12681
Mounds View 	Minnesota	city	2015	12914
New Brighton 	Minnesota	city	2010	21485
New Brighton 	Minnesota	city	2011	21704
New Brighton 	Minnesota	city	2012	21915
New Brighton 	Minnesota	city	2013	22127
New Brighton 	Minnesota	city	2014	22310
New Brighton 	Minnesota	city	2015	22351
New Hope 	Minnesota	city	2010	20368
New Hope 	Minnesota	city	2011	20570
New Hope 	Minnesota	city	2012	20738
New Hope 	Minnesota	city	2013	20806
New Hope 	Minnesota	city	2014	20792
New Hope 	Minnesota	city	2015	21032
New Prague 	Minnesota	city	2010	7343
New Prague 	Minnesota	city	2011	7390
New Prague 	Minnesota	city	2012	7428
New Prague 	Minnesota	city	2013	7491
New Prague 	Minnesota	city	2014	7538
New Prague 	Minnesota	city	2015	7582
New Ulm 	Minnesota	city	2010	13502
New Ulm 	Minnesota	city	2011	13394
New Ulm 	Minnesota	city	2012	13257
New Ulm 	Minnesota	city	2013	13190
New Ulm 	Minnesota	city	2014	13258
New Ulm 	Minnesota	city	2015	13327
North Branch 	Minnesota	city	2010	10127
North Branch 	Minnesota	city	2011	10076
North Branch 	Minnesota	city	2012	10007
North Branch 	Minnesota	city	2013	10085
North Branch 	Minnesota	city	2014	10138
North Branch 	Minnesota	city	2015	10215
Northfield 	Minnesota	city	2010	20057
Northfield 	Minnesota	city	2011	20173
Northfield 	Minnesota	city	2012	20140
Northfield 	Minnesota	city	2013	20254
Northfield 	Minnesota	city	2014	20386
Northfield 	Minnesota	city	2015	20380
North Mankato 	Minnesota	city	2010	13410
North Mankato 	Minnesota	city	2011	13399
North Mankato 	Minnesota	city	2012	13375
North Mankato 	Minnesota	city	2013	13413
North Mankato 	Minnesota	city	2014	13480
North Mankato 	Minnesota	city	2015	13529
North St. Paul 	Minnesota	city	2010	11478
North St. Paul 	Minnesota	city	2011	11620
North St. Paul 	Minnesota	city	2012	11723
North St. Paul 	Minnesota	city	2013	11861
North St. Paul 	Minnesota	city	2014	12247
North St. Paul 	Minnesota	city	2015	12322
Oakdale 	Minnesota	city	2010	27433
Oakdale 	Minnesota	city	2011	27583
Oakdale 	Minnesota	city	2012	27719
Oakdale 	Minnesota	city	2013	27781
Oakdale 	Minnesota	city	2014	28039
Oakdale 	Minnesota	city	2015	28080
Oak Grove 	Minnesota	city	2010	8044
Oak Grove 	Minnesota	city	2011	8050
Oak Grove 	Minnesota	city	2012	8102
Oak Grove 	Minnesota	city	2013	8173
Oak Grove 	Minnesota	city	2014	8322
Oak Grove 	Minnesota	city	2015	8439
Orono 	Minnesota	city	2010	7468
Orono 	Minnesota	city	2011	7544
Orono 	Minnesota	city	2012	7733
Orono 	Minnesota	city	2013	7812
Orono 	Minnesota	city	2014	7896
Orono 	Minnesota	city	2015	8006
Otsego 	Minnesota	city	2010	13661
Otsego 	Minnesota	city	2011	13918
Otsego 	Minnesota	city	2012	14135
Otsego 	Minnesota	city	2013	14530
Otsego 	Minnesota	city	2014	15058
Otsego 	Minnesota	city	2015	15551
Owatonna 	Minnesota	city	2010	25552
Owatonna 	Minnesota	city	2011	25565
Owatonna 	Minnesota	city	2012	25415
Owatonna 	Minnesota	city	2013	25496
Owatonna 	Minnesota	city	2014	25643
Owatonna 	Minnesota	city	2015	25725
Prior Lake 	Minnesota	city	2010	22994
Prior Lake 	Minnesota	city	2011	23339
Prior Lake 	Minnesota	city	2012	23884
Prior Lake 	Minnesota	city	2013	24458
Prior Lake 	Minnesota	city	2014	25004
Prior Lake 	Minnesota	city	2015	25282
Ramsey 	Minnesota	city	2010	23723
Ramsey 	Minnesota	city	2011	23861
Ramsey 	Minnesota	city	2012	24041
Ramsey 	Minnesota	city	2013	24892
Ramsey 	Minnesota	city	2014	25589
Ramsey 	Minnesota	city	2015	25828
Red Wing 	Minnesota	city	2010	16460
Red Wing 	Minnesota	city	2011	16479
Red Wing 	Minnesota	city	2012	16514
Red Wing 	Minnesota	city	2013	16486
Red Wing 	Minnesota	city	2014	16441
Red Wing 	Minnesota	city	2015	16445
Redwood Falls 	Minnesota	city	2010	5249
Redwood Falls 	Minnesota	city	2011	5254
Redwood Falls 	Minnesota	city	2012	5184
Redwood Falls 	Minnesota	city	2013	5126
Redwood Falls 	Minnesota	city	2014	5057
Redwood Falls 	Minnesota	city	2015	5061
Richfield 	Minnesota	city	2010	35264
Richfield 	Minnesota	city	2011	35602
Richfield 	Minnesota	city	2012	36094
Richfield 	Minnesota	city	2013	36204
Richfield 	Minnesota	city	2014	36181
Richfield 	Minnesota	city	2015	36216
Robbinsdale 	Minnesota	city	2010	13965
Robbinsdale 	Minnesota	city	2011	14127
Robbinsdale 	Minnesota	city	2012	14263
Robbinsdale 	Minnesota	city	2013	14312
Robbinsdale 	Minnesota	city	2014	14319
Robbinsdale 	Minnesota	city	2015	14418
Rogers 	Minnesota	city	2010	11231
Rogers 	Minnesota	city	2011	11442
Rogers 	Minnesota	city	2012	11644
Rogers 	Minnesota	city	2013	11989
Rogers 	Minnesota	city	2014	12394
Rogers 	Minnesota	city	2015	12562
Rosemount 	Minnesota	city	2010	21949
Rosemount 	Minnesota	city	2011	22217
Rosemount 	Minnesota	city	2012	22410
Rosemount 	Minnesota	city	2013	22668
Rosemount 	Minnesota	city	2014	22980
Rosemount 	Minnesota	city	2015	23413
Roseville 	Minnesota	city	2010	33711
Roseville 	Minnesota	city	2011	34062
Roseville 	Minnesota	city	2012	34677
Roseville 	Minnesota	city	2013	35014
Roseville 	Minnesota	city	2014	35383
Roseville 	Minnesota	city	2015	35580
St. Anthony 	Minnesota	city	2010	8235
St. Anthony 	Minnesota	city	2011	8338
St. Anthony 	Minnesota	city	2012	8402
St. Anthony 	Minnesota	city	2013	8597
St. Anthony 	Minnesota	city	2014	8965
St. Anthony 	Minnesota	city	2015	8991
St. Francis 	Minnesota	city	2010	7230
St. Francis 	Minnesota	city	2011	7256
St. Francis 	Minnesota	city	2012	7303
St. Francis 	Minnesota	city	2013	7319
St. Francis 	Minnesota	city	2014	7357
St. Francis 	Minnesota	city	2015	7406
St. Joseph 	Minnesota	city	2010	6574
St. Joseph 	Minnesota	city	2011	6616
St. Joseph 	Minnesota	city	2012	6651
St. Joseph 	Minnesota	city	2013	6812
St. Joseph 	Minnesota	city	2014	6829
St. Joseph 	Minnesota	city	2015	6864
St. Louis Park 	Minnesota	city	2010	45289
St. Louis Park 	Minnesota	city	2011	45750
St. Louis Park 	Minnesota	city	2012	46363
St. Louis Park 	Minnesota	city	2013	47440
St. Louis Park 	Minnesota	city	2014	47503
St. Louis Park 	Minnesota	city	2015	48171
St. Michael 	Minnesota	city	2010	16455
St. Michael 	Minnesota	city	2011	16605
St. Michael 	Minnesota	city	2012	16768
St. Michael 	Minnesota	city	2013	16882
St. Michael 	Minnesota	city	2014	17100
St. Michael 	Minnesota	city	2015	17196
St. Paul Park 	Minnesota	city	2010	5280
St. Paul Park 	Minnesota	city	2011	5291
St. Paul Park 	Minnesota	city	2012	5315
St. Paul Park 	Minnesota	city	2013	5338
St. Paul Park 	Minnesota	city	2014	5368
St. Paul Park 	Minnesota	city	2015	5379
St. Peter 	Minnesota	city	2010	11197
St. Peter 	Minnesota	city	2011	11431
St. Peter 	Minnesota	city	2012	11441
St. Peter 	Minnesota	city	2013	11375
St. Peter 	Minnesota	city	2014	11657
St. Peter 	Minnesota	city	2015	11666
Sartell 	Minnesota	city	2010	16033
Sartell 	Minnesota	city	2011	16155
Sartell 	Minnesota	city	2012	16257
Sartell 	Minnesota	city	2013	16360
Sartell 	Minnesota	city	2014	16542
Sartell 	Minnesota	city	2015	16788
Sauk Rapids 	Minnesota	city	2010	12837
Sauk Rapids 	Minnesota	city	2011	12953
Sauk Rapids 	Minnesota	city	2012	12974
Sauk Rapids 	Minnesota	city	2013	13261
Sauk Rapids 	Minnesota	city	2014	13327
Sauk Rapids 	Minnesota	city	2015	13424
Savage 	Minnesota	city	2010	27010
Savage 	Minnesota	city	2011	27373
Savage 	Minnesota	city	2012	27978
Savage 	Minnesota	city	2013	28688
Savage 	Minnesota	city	2014	29167
Savage 	Minnesota	city	2015	30391
Shakopee 	Minnesota	city	2010	37376
Shakopee 	Minnesota	city	2011	38025
Shakopee 	Minnesota	city	2012	38787
Shakopee 	Minnesota	city	2013	39260
Shakopee 	Minnesota	city	2014	39616
Shakopee 	Minnesota	city	2015	39981
Shoreview 	Minnesota	city	2010	25086
Shoreview 	Minnesota	city	2011	25424
Shoreview 	Minnesota	city	2012	25687
Shoreview 	Minnesota	city	2013	25991
Shoreview 	Minnesota	city	2014	26246
Shoreview 	Minnesota	city	2015	26477
Shorewood 	Minnesota	city	2010	7298
Shorewood 	Minnesota	city	2011	7377
Shorewood 	Minnesota	city	2012	7451
Shorewood 	Minnesota	city	2013	7521
Shorewood 	Minnesota	city	2014	7558
Shorewood 	Minnesota	city	2015	7614
South St. Paul 	Minnesota	city	2010	20171
South St. Paul 	Minnesota	city	2011	20361
South St. Paul 	Minnesota	city	2012	20398
South St. Paul 	Minnesota	city	2013	20443
South St. Paul 	Minnesota	city	2014	20471
South St. Paul 	Minnesota	city	2015	20405
Spring Lake Park 	Minnesota	city	2010	6417
Spring Lake Park 	Minnesota	city	2011	6406
Spring Lake Park 	Minnesota	city	2012	6440
Spring Lake Park 	Minnesota	city	2013	6451
Spring Lake Park 	Minnesota	city	2014	6462
Spring Lake Park 	Minnesota	city	2015	6473
Stewartville 	Minnesota	city	2010	5919
Stewartville 	Minnesota	city	2011	5953
Stewartville 	Minnesota	city	2012	5986
Stewartville 	Minnesota	city	2013	6050
Stewartville 	Minnesota	city	2014	6043
Stewartville 	Minnesota	city	2015	6037
Stillwater 	Minnesota	city	2010	18300
Stillwater 	Minnesota	city	2011	18392
Stillwater 	Minnesota	city	2012	18570
Stillwater 	Minnesota	city	2013	18686
Stillwater 	Minnesota	city	2014	18803
Stillwater 	Minnesota	city	2015	18924
Thief River Falls 	Minnesota	city	2010	8635
Thief River Falls 	Minnesota	city	2011	8682
Thief River Falls 	Minnesota	city	2012	8714
Thief River Falls 	Minnesota	city	2013	8724
Thief River Falls 	Minnesota	city	2014	8669
Thief River Falls 	Minnesota	city	2015	8752
Vadnais Heights 	Minnesota	city	2010	12334
Vadnais Heights 	Minnesota	city	2011	12548
Vadnais Heights 	Minnesota	city	2012	12793
Vadnais Heights 	Minnesota	city	2013	13015
Vadnais Heights 	Minnesota	city	2014	13169
Vadnais Heights 	Minnesota	city	2015	13266
Victoria 	Minnesota	city	2010	7422
Victoria 	Minnesota	city	2011	7622
Victoria 	Minnesota	city	2012	7813
Victoria 	Minnesota	city	2013	8030
Victoria 	Minnesota	city	2014	8380
Victoria 	Minnesota	city	2015	8676
Virginia 	Minnesota	city	2010	8705
Virginia 	Minnesota	city	2011	8686
Virginia 	Minnesota	city	2012	8666
Virginia 	Minnesota	city	2013	8660
Virginia 	Minnesota	city	2014	8639
Virginia 	Minnesota	city	2015	8587
Waconia 	Minnesota	city	2010	10742
Waconia 	Minnesota	city	2011	10933
Waconia 	Minnesota	city	2012	11235
Waconia 	Minnesota	city	2013	11496
Waconia 	Minnesota	city	2014	11781
Waconia 	Minnesota	city	2015	11968
Waite Park 	Minnesota	city	2010	7351
Waite Park 	Minnesota	city	2011	7352
Waite Park 	Minnesota	city	2012	7355
Waite Park 	Minnesota	city	2013	7355
Waite Park 	Minnesota	city	2014	7483
Waite Park 	Minnesota	city	2015	7517
Waseca 	Minnesota	city	2010	9415
Waseca 	Minnesota	city	2011	9401
Waseca 	Minnesota	city	2012	9405
Waseca 	Minnesota	city	2013	9326
Waseca 	Minnesota	city	2014	9248
Waseca 	Minnesota	city	2015	9241
West St. Paul 	Minnesota	city	2010	19551
West St. Paul 	Minnesota	city	2011	19587
West St. Paul 	Minnesota	city	2012	19702
West St. Paul 	Minnesota	city	2013	19758
West St. Paul 	Minnesota	city	2014	19789
West St. Paul 	Minnesota	city	2015	19727
White Bear Lake 	Minnesota	city	2010	23817
White Bear Lake 	Minnesota	city	2011	24126
White Bear Lake 	Minnesota	city	2012	24350
White Bear Lake 	Minnesota	city	2013	24608
White Bear Lake 	Minnesota	city	2014	25035
White Bear Lake 	Minnesota	city	2015	25205
Willmar 	Minnesota	city	2010	19621
Willmar 	Minnesota	city	2011	19639
Willmar 	Minnesota	city	2012	19701
Willmar 	Minnesota	city	2013	19718
Willmar 	Minnesota	city	2014	19653
Willmar 	Minnesota	city	2015	19638
Winona 	Minnesota	city	2010	27564
Winona 	Minnesota	city	2011	27563
Winona 	Minnesota	city	2012	27682
Winona 	Minnesota	city	2013	27552
Winona 	Minnesota	city	2014	27338
Winona 	Minnesota	city	2015	27094
Worthington 	Minnesota	city	2010	12790
Worthington 	Minnesota	city	2011	12926
Worthington 	Minnesota	city	2012	12990
Worthington 	Minnesota	city	2013	13027
Worthington 	Minnesota	city	2014	12970
Worthington 	Minnesota	city	2015	13090
Wyoming 	Minnesota	city	2010	7800
Wyoming 	Minnesota	city	2011	7764
Wyoming 	Minnesota	city	2012	7721
Wyoming 	Minnesota	city	2013	7745
Wyoming 	Minnesota	city	2014	7765
Wyoming 	Minnesota	city	2015	7813
Zimmerman 	Minnesota	city	2010	5241
Zimmerman 	Minnesota	city	2011	5247
Zimmerman 	Minnesota	city	2012	5249
Zimmerman 	Minnesota	city	2013	5270
Zimmerman 	Minnesota	city	2014	5303
Zimmerman 	Minnesota	city	2015	5350
St. Francis 	Minnesota	city (pt.)	2010	7230
St. Francis 	Minnesota	city (pt.)	2011	7256
St. Francis 	Minnesota	city (pt.)	2012	7303
St. Francis 	Minnesota	city (pt.)	2013	7319
St. Francis 	Minnesota	city (pt.)	2014	7357
St. Francis 	Minnesota	city (pt.)	2015	7406
Spring Lake Park 	Minnesota	city (pt.)	2010	6239
Spring Lake Park 	Minnesota	city (pt.)	2011	6225
Spring Lake Park 	Minnesota	city (pt.)	2012	6258
Spring Lake Park 	Minnesota	city (pt.)	2013	6267
Spring Lake Park 	Minnesota	city (pt.)	2014	6276
Spring Lake Park 	Minnesota	city (pt.)	2015	6285
Linwood 	Minnesota	township	2010	5134
Linwood 	Minnesota	township	2011	5158
Linwood 	Minnesota	township	2012	5194
Linwood 	Minnesota	township	2013	5222
Linwood 	Minnesota	township	2014	5287
Linwood 	Minnesota	township	2015	5327
Spring Lake Park 	Minnesota	city	2010	6239
Spring Lake Park 	Minnesota	city	2011	6225
Spring Lake Park 	Minnesota	city	2012	6258
Spring Lake Park 	Minnesota	city	2013	6267
Spring Lake Park 	Minnesota	city	2014	6276
Spring Lake Park 	Minnesota	city	2015	6285
Lower Red Lake UT	Minnesota		2010	5800
Lower Red Lake UT	Minnesota		2011	5857
Lower Red Lake UT	Minnesota		2012	5867
Lower Red Lake UT	Minnesota		2013	5882
Lower Red Lake UT	Minnesota		2014	5850
Lower Red Lake UT	Minnesota		2015	5810
St. Cloud 	Minnesota	city (pt.)	2010	6517
St. Cloud 	Minnesota	city (pt.)	2011	6569
St. Cloud 	Minnesota	city (pt.)	2012	6570
St. Cloud 	Minnesota	city (pt.)	2013	6582
St. Cloud 	Minnesota	city (pt.)	2014	6615
St. Cloud 	Minnesota	city (pt.)	2015	6657
St. Cloud 	Minnesota	city	2010	6517
St. Cloud 	Minnesota	city	2011	6569
St. Cloud 	Minnesota	city	2012	6570
St. Cloud 	Minnesota	city	2013	6582
St. Cloud 	Minnesota	city	2014	6615
St. Cloud 	Minnesota	city	2015	6657
Mankato 	Minnesota	city (pt.)	2010	39785
Mankato 	Minnesota	city (pt.)	2011	39963
Mankato 	Minnesota	city (pt.)	2012	40455
Mankato 	Minnesota	city (pt.)	2013	40405
Mankato 	Minnesota	city (pt.)	2014	40833
Mankato 	Minnesota	city (pt.)	2015	41040
Mankato 	Minnesota	city	2010	39785
Mankato 	Minnesota	city	2011	39963
Mankato 	Minnesota	city	2012	40455
Mankato 	Minnesota	city	2013	40405
Mankato 	Minnesota	city	2014	40833
Mankato 	Minnesota	city	2015	41040
Thomson 	Minnesota	township	2010	5006
Thomson 	Minnesota	township	2011	5018
Thomson 	Minnesota	township	2012	5004
Thomson 	Minnesota	township	2013	5012
Thomson 	Minnesota	township	2014	5037
Thomson 	Minnesota	township	2015	5082
Chanhassen 	Minnesota	city (pt.)	2010	23037
Chanhassen 	Minnesota	city (pt.)	2011	23464
Chanhassen 	Minnesota	city (pt.)	2012	23863
Chanhassen 	Minnesota	city (pt.)	2013	24438
Chanhassen 	Minnesota	city (pt.)	2014	24932
Chanhassen 	Minnesota	city (pt.)	2015	25283
Chanhassen 	Minnesota	city	2010	23037
Chanhassen 	Minnesota	city	2011	23464
Chanhassen 	Minnesota	city	2012	23863
Chanhassen 	Minnesota	city	2013	24438
Chanhassen 	Minnesota	city	2014	24932
Chanhassen 	Minnesota	city	2015	25283
First Assessment UT	Minnesota		2010	5441
First Assessment UT	Minnesota		2011	5461
First Assessment UT	Minnesota		2012	5492
First Assessment UT	Minnesota		2013	5522
First Assessment UT	Minnesota		2014	5550
First Assessment UT	Minnesota		2015	5581
Hastings 	Minnesota	city (pt.)	2010	22194
Hastings 	Minnesota	city (pt.)	2011	22259
Hastings 	Minnesota	city (pt.)	2012	22318
Hastings 	Minnesota	city (pt.)	2013	22433
Hastings 	Minnesota	city (pt.)	2014	22542
Hastings 	Minnesota	city (pt.)	2015	22552
Hastings 	Minnesota	city	2012	22318
Hastings 	Minnesota	city	2013	22433
Hastings 	Minnesota	city	2014	22542
Hastings 	Minnesota	city	2015	22552
Dayton 	Minnesota	city (pt.)	2015	5041
St. Anthony 	Minnesota	city (pt.)	2010	5161
St. Anthony 	Minnesota	city (pt.)	2011	5227
St. Anthony 	Minnesota	city (pt.)	2012	5263
St. Anthony 	Minnesota	city (pt.)	2013	5370
St. Anthony 	Minnesota	city (pt.)	2014	5580
St. Anthony 	Minnesota	city (pt.)	2015	5585
North Mankato 	Minnesota	city (pt.)	2010	13410
North Mankato 	Minnesota	city (pt.)	2011	13399
North Mankato 	Minnesota	city (pt.)	2012	13375
North Mankato 	Minnesota	city (pt.)	2013	13413
North Mankato 	Minnesota	city (pt.)	2014	13480
North Mankato 	Minnesota	city (pt.)	2015	13529
White Bear Lake 	Minnesota	city (pt.)	2010	23429
White Bear Lake 	Minnesota	city (pt.)	2011	23738
White Bear Lake 	Minnesota	city (pt.)	2012	23961
White Bear Lake 	Minnesota	city (pt.)	2013	24218
White Bear Lake 	Minnesota	city (pt.)	2014	24640
White Bear Lake 	Minnesota	city (pt.)	2015	24809
White Bear 	Minnesota	township	2010	10966
White Bear 	Minnesota	township	2011	11107
White Bear 	Minnesota	township	2012	11217
White Bear 	Minnesota	township	2013	11391
White Bear 	Minnesota	township	2014	11526
White Bear 	Minnesota	township	2015	11618
White Bear Lake 	Minnesota	city	2010	23429
White Bear Lake 	Minnesota	city	2011	23738
White Bear Lake 	Minnesota	city	2012	23961
White Bear Lake 	Minnesota	city	2013	24218
White Bear Lake 	Minnesota	city	2014	24640
White Bear Lake 	Minnesota	city	2015	24809
Redwood Falls 	Minnesota	city (pt.)	2010	5249
Redwood Falls 	Minnesota	city (pt.)	2011	5254
Redwood Falls 	Minnesota	city (pt.)	2012	5184
Redwood Falls 	Minnesota	city (pt.)	2013	5126
Redwood Falls 	Minnesota	city (pt.)	2014	5057
Redwood Falls 	Minnesota	city (pt.)	2015	5061
Northfield 	Minnesota	city (pt.)	2010	18906
Northfield 	Minnesota	city (pt.)	2011	19012
Northfield 	Minnesota	city (pt.)	2012	18968
Northfield 	Minnesota	city (pt.)	2013	19076
Northfield 	Minnesota	city (pt.)	2014	19197
Northfield 	Minnesota	city (pt.)	2015	19190
Northfield 	Minnesota	city	2010	18906
Northfield 	Minnesota	city	2011	19012
Northfield 	Minnesota	city	2012	18968
Northfield 	Minnesota	city	2013	19076
Northfield 	Minnesota	city	2014	19197
Northfield 	Minnesota	city	2015	19190
Credit River 	Minnesota	township	2010	5114
Credit River 	Minnesota	township	2011	5210
Credit River 	Minnesota	township	2012	5311
Credit River 	Minnesota	township	2013	5370
Credit River 	Minnesota	township	2014	5436
Credit River 	Minnesota	township	2015	5461
St. Cloud 	Minnesota	city (pt.)	2010	6806
St. Cloud 	Minnesota	city (pt.)	2011	6818
St. Cloud 	Minnesota	city (pt.)	2012	6853
St. Cloud 	Minnesota	city (pt.)	2013	6902
St. Cloud 	Minnesota	city (pt.)	2014	6945
St. Cloud 	Minnesota	city (pt.)	2015	6973
Baldwin 	Minnesota	township	2010	6760
Baldwin 	Minnesota	township	2011	6778
Baldwin 	Minnesota	township	2012	6792
Baldwin 	Minnesota	township	2013	6836
Baldwin 	Minnesota	township	2014	6903
Baldwin 	Minnesota	township	2015	6935
Becker 	Minnesota	township	2013	5017
Becker 	Minnesota	township	2014	5123
Becker 	Minnesota	township	2015	5157
Big Lake 	Minnesota	township	2010	7411
Big Lake 	Minnesota	township	2011	7434
Big Lake 	Minnesota	township	2012	7453
Big Lake 	Minnesota	township	2013	7503
Big Lake 	Minnesota	township	2014	7578
Big Lake 	Minnesota	township	2015	7618
Livonia 	Minnesota	township	2010	5972
Livonia 	Minnesota	township	2011	5991
Livonia 	Minnesota	township	2012	6005
Livonia 	Minnesota	township	2013	6048
Livonia 	Minnesota	township	2014	6110
Livonia 	Minnesota	township	2015	6142
St. Cloud 	Minnesota	city	2010	6806
St. Cloud 	Minnesota	city	2011	6818
St. Cloud 	Minnesota	city	2012	6853
St. Cloud 	Minnesota	city	2013	6902
St. Cloud 	Minnesota	city	2014	6945
St. Cloud 	Minnesota	city	2015	6973
Sartell 	Minnesota	city (pt.)	2010	13775
Sartell 	Minnesota	city (pt.)	2011	13872
Sartell 	Minnesota	city (pt.)	2012	13971
Sartell 	Minnesota	city (pt.)	2013	14067
Sartell 	Minnesota	city (pt.)	2014	14233
Sartell 	Minnesota	city (pt.)	2015	14459
Sartell 	Minnesota	city	2010	13775
Sartell 	Minnesota	city	2011	13872
Sartell 	Minnesota	city	2012	13971
Sartell 	Minnesota	city	2013	14067
Sartell 	Minnesota	city	2014	14233
Sartell 	Minnesota	city	2015	14459
Aberdeen 	Mississippi	city	2010	5596
Aberdeen 	Mississippi	city	2011	5536
Aberdeen 	Mississippi	city	2012	5507
Aberdeen 	Mississippi	city	2013	5457
Aberdeen 	Mississippi	city	2014	5434
Aberdeen 	Mississippi	city	2015	5397
Amory 	Mississippi	city	2010	7297
Amory 	Mississippi	city	2011	7226
Amory 	Mississippi	city	2012	7191
Amory 	Mississippi	city	2013	7131
Amory 	Mississippi	city	2014	7107
Amory 	Mississippi	city	2015	7067
Batesville 	Mississippi	city	2010	7456
Batesville 	Mississippi	city	2011	7430
Batesville 	Mississippi	city	2012	7424
Batesville 	Mississippi	city	2013	7425
Batesville 	Mississippi	city	2014	7425
Batesville 	Mississippi	city	2015	7385
Bay St. Louis 	Mississippi	city	2010	9331
Bay St. Louis 	Mississippi	city	2011	9779
Bay St. Louis 	Mississippi	city	2012	10264
Bay St. Louis 	Mississippi	city	2013	10784
Bay St. Louis 	Mississippi	city	2014	11406
Bay St. Louis 	Mississippi	city	2015	12030
Biloxi 	Mississippi	city	2010	44094
Biloxi 	Mississippi	city	2011	44249
Biloxi 	Mississippi	city	2012	44518
Biloxi 	Mississippi	city	2013	44719
Biloxi 	Mississippi	city	2014	44958
Biloxi 	Mississippi	city	2015	45637
Booneville 	Mississippi	city	2010	8724
Booneville 	Mississippi	city	2011	8774
Booneville 	Mississippi	city	2012	8722
Booneville 	Mississippi	city	2013	8796
Booneville 	Mississippi	city	2014	8798
Booneville 	Mississippi	city	2015	8816
Brandon 	Mississippi	city	2010	22110
Brandon 	Mississippi	city	2011	22333
Brandon 	Mississippi	city	2012	22621
Brandon 	Mississippi	city	2013	22878
Brandon 	Mississippi	city	2014	23170
Brandon 	Mississippi	city	2015	23529
Brookhaven 	Mississippi	city	2010	12513
Brookhaven 	Mississippi	city	2011	12496
Brookhaven 	Mississippi	city	2012	12492
